	X_Minimum	X_Maximum	Y_Minimum	Y_Maximum	Pixels_Areas	X_Perimeter	Y_Perimeter	Sum_of_Luminosity	Minimum_of_Luminosity	Maximum_of_Luminosity	Length_of_Conveyer	TypeOfSteel_A300	TypeOfSteel_A400	Steel_Plate_Thickness	Edges_Index	Empty_Index	Square_Index	Outside_X_Index	Edges_X_Index	Edges_Y_Index	Outside_Global_Index	LogOfAreas	Log_X_Index	Log_Y_Index	Orientation_Index	Luminosity_Index	SigmoidOfAreas	Class
1098	76	111	1012529	1012905	6652	359	392	716869	4	140	1374	0	1	40	0.1106	0.4945	0.0931	0.0255	0.0975	0.9592	1.0	3.8229	1.5441	2.5752	0.9069	-0.1581	1.0	7
1100	1575	1590	3403338	3403364	255	25	26	23784	77	109	1684	1	0	70	0.1116	0.3462	0.5769	0.0089	0.6	1.0	1.0	2.4065	1.1761	1.415	0.4231	-0.2713	0.6422	6
1102	8	29	2280779	2280868	1203	68	89	96937	48	101	1354	1	0	70	0.0118	0.3563	0.236	0.0155	0.3088	1.0	1.0	3.0803	1.3222	1.9494	0.764	-0.3705	1.0	2
1104	1568	1584	195161	195188	192	44	28	24070	112	140	1692	0	1	300	0.1277	0.5556	0.5926	0.0095	0.3636	0.9643	1.0	2.2833	1.2041	1.4314	0.4074	-0.0206	0.7037	7
1105	480	492	1263623	1263637	114	15	14	12221	80	125	1687	1	0	70	0.5691	0.3214	0.8571	0.0071	0.8	1.0	1.0	2.0569	1.0792	1.1461	0.1429	-0.1625	0.2901	6
1106	732	793	78207	78276	2358	104	101	233778	49	124	1387	0	1	40	0.8565	0.4398	0.8841	0.044	0.5865	0.6832	1.0	3.3725	1.7853	1.8389	0.1159	-0.2254	1.0	3
1107	41	207	2336275	2336344	5724	277	162	588321	37	124	1356	0	1	40	0.0605	0.5003	0.4157	0.1224	0.5993	0.4259	0.0	3.7577	2.2201	1.8389	-0.5843	-0.197	1.0	3
1111	581	590	230644	230704	433	22	60	38917	62	111	1687	0	1	150	0.6888	0.1981	0.15	0.0053	0.4091	1.0	1.0	2.6365	0.9542	1.7781	0.85	-0.2978	0.8299	1
1112	89	151	2584705	2584775	1909	175	125	245067	120	140	1400	0	1	40	0.1271	0.5601	0.8857	0.0443	0.3543	0.56	1.0	3.2808	1.7924	1.8451	0.1143	0.0029	1.0	3
1113	52	174	281656	281703	3703	187	94	384266	37	126	1362	0	1	40	0.0764	0.3542	0.3853	0.0896	0.6524	0.5	0.0	3.5686	2.0864	1.6721	-0.6148	-0.1893	1.0	3
1117	165	176	1293999	1294012	106	11	13	11973	96	128	1654	1	0	80	0.1995	0.2587	0.8461	0.0066	1.0	1.0	1.0	2.0253	1.0414	1.1139	0.1539	-0.1176	0.257	6
1118	249	277	325780	325796	273	54	22	35033	119	141	1360	0	1	40	0.3662	0.3906	0.5714	0.0206	0.5185	0.7273	0.0	2.4362	1.4472	1.2041	-0.4286	0.0026	0.7254	7
1119	599	608	2382642	2382651	54	12	9	6100	101	126	1360	0	1	40	0.8809	0.3333	1.0	0.0066	0.75	1.0	0.5	1.7324	0.9542	0.9542	0.0	-0.1175	0.1862	7
1120	0	21	1399301	1399304	52	21	4	5644	56	151	1690	1	0	70	0.0	0.1746	0.1429	0.0124	1.0	0.75	0.0	1.716	1.3222	0.4771	-0.8571	-0.152	0.1687	7
1122	460	534	1082731	1082953	7579	591	431	917886	95	141	1356	1	0	70	0.6785	0.5386	0.3333	0.0546	0.1252	0.5151	1.0	3.8796	1.8692	2.3463	0.6667	-0.0538	1.0	2
1128	1190	1219	1183612	1183893	3883	229	289	395668	78	127	1362	0	1	175	0.21	0.5235	0.1032	0.0213	0.1266	0.9723	1.0	3.5892	1.4624	2.4487	0.8968	-0.2039	1.0	2
1130	119	127	1172603	1172632	128	22	30	15896	111	140	1356	1	0	70	0.1755	0.4483	0.2759	0.0059	0.3636	0.9667	1.0	2.1072	0.9031	1.4624	0.7241	-0.0298	0.385	2
1131	242	252	1137747	1137757	55	20	14	6483	109	127	1354	1	0	70	0.3575	0.45	1.0	0.0074	0.5	0.7143	0.5	1.7404	1.0	1.0	0.0	-0.0791	0.2061	2
1133	1331	1336	4270168	4270218	177	15	50	17388	65	126	1360	1	0	100	0.0353	0.292	0.1	0.0037	0.3333	1.0	1.0	2.248	0.699	1.699	0.9	-0.2325	0.4138	1
1134	338	348	2032058	2032067	57	11	9	6135	89	127	1364	1	0	70	0.4956	0.3667	0.9	0.0073	0.9091	1.0	0.0	1.7559	1.0	0.9542	-0.1	-0.1591	0.1954	7
1136	151	162	1990021	1990031	59	13	11	5957	89	111	1354	1	0	70	0.223	0.4636	0.9091	0.0081	0.8461	0.9091	0.0	1.7708	1.0414	1.0	-0.0909	-0.2112	0.2173	2
1138	676	689	1974176	1974206	216	27	30	22418	93	119	1364	1	0	70	0.9897	0.4462	0.4333	0.0095	0.4815	1.0	1.0	2.3345	1.1139	1.4771	0.5667	-0.1892	0.6422	7
1139	950	957	852041	852053	63	9	12	7758	115	141	1360	0	1	175	0.5926	0.25	0.5833	0.0052	0.7778	1.0	1.0	1.7993	0.8451	1.0792	0.4167	-0.038	0.1892	6
1141	1009	1020	1067161	1067171	68	14	10	7634	96	132	1624	1	0	70	0.7438	0.3818	0.9091	0.0068	0.7857	1.0	0.0	1.8325	1.0414	1.0	-0.0909	-0.1229	0.2173	6
1142	94	106	190885	190920	205	33	36	22913	98	125	1354	1	0	70	0.1389	0.5119	0.3429	0.0089	0.3636	0.9722	1.0	2.3117	1.0792	1.5441	0.6571	-0.1268	0.6868	2
1143	911	920	344819	344829	54	12	11	4761	79	102	1358	1	0	300	0.6451	0.4	0.9	0.0066	0.75	0.9091	1.0	1.7324	0.9542	1.0	0.1	-0.3112	0.1954	7
1144	107	120	1159125	1159132	54	18	7	6135	102	124	1354	1	0	70	0.1581	0.4066	0.5385	0.0096	0.7222	1.0	0.0	1.7324	1.1139	0.8451	-0.4615	-0.1124	0.1965	2
1149	1539	1556	625496	625516	260	24	20	21865	52	110	1692	1	0	80	0.1608	0.2353	0.85	0.01	0.7083	1.0	1.0	2.415	1.2305	1.301	0.15	-0.343	0.5626	6
1151	1589	1601	3051375	3051391	87	33	19	10070	108	127	1690	0	1	70	0.1053	0.5469	0.75	0.0071	0.3636	0.8421	1.0	1.9395	1.0792	1.2041	0.25	-0.0957	0.3241	7
1152	1579	1592	562576	562633	515	32	57	41622	46	108	1632	0	1	125	0.049	0.305	0.2281	0.008	0.4063	1.0	1.0	2.7118	1.1139	1.7559	0.7719	-0.3686	0.9491	1
1153	51	61	585861	585888	139	21	27	8233	40	78	1356	1	0	70	0.0752	0.4852	0.3704	0.0074	0.4762	1.0	1.0	2.143	1.0	1.4314	0.6296	-0.5373	0.4465	2
1155	451	466	368143	368208	728	30	68	69258	36	133	1687	0	1	150	0.5347	0.2533	0.2308	0.0089	0.5	0.9559	1.0	2.8621	1.1761	1.8129	0.7692	-0.2568	0.9888	1
1156	39	189	47299	47376	5757	240	136	600689	38	133	1358	0	1	40	0.0574	0.5016	0.5133	0.1105	0.625	0.5662	0.0	3.7602	2.1761	1.8865	-0.4867	-0.1848	1.0	3
1157	61	93	2310852	2310855	68	32	11	8808	95	166	1692	1	0	70	0.0721	0.2917	0.0938	0.0189	1.0	0.2727	0.0	1.8325	1.5051	0.4771	-0.9063	0.012	0.2018	7
1159	145	171	233467	233671	1994	214	220	236010	104	135	1394	0	1	220	0.208	0.6241	0.1275	0.0187	0.1215	0.9273	1.0	3.2997	1.415	2.3096	0.8726	-0.0753	1.0	7
1160	41	194	2339627	2339797	9183	602	355	1059263	40	141	1404	0	1	40	0.0584	0.6469	0.9	0.109	0.2542	0.4789	1.0	3.963	2.1847	2.2304	0.1	-0.0988	1.0	3
1161	971	980	74495	74519	148	19	24	16771	101	133	1362	0	1	175	0.5609	0.3148	0.375	0.0066	0.4737	1.0	1.0	2.1703	0.9542	1.3802	0.625	-0.1147	0.3601	7
1162	836	878	2150529	2150756	5390	297	258	635678	9	143	1362	0	1	40	0.7107	0.4347	0.185	0.0308	0.1414	0.8798	1.0	3.7316	1.6233	2.356	0.815	-0.0786	1.0	3
1163	193	210	612201	612252	588	18	51	62182	73	135	1353	0	1	290	0.2853	0.3218	0.3333	0.0126	0.9444	1.0	1.0	2.7694	1.2305	1.7076	0.6667	-0.1738	0.9774	6
1167	294	340	497209	497529	4860	406	366	552220	96	133	1353	0	1	300	0.4346	0.6698	0.1437	0.034	0.1133	0.8743	1.0	3.6866	1.6628	2.5052	0.8562	-0.1123	1.0	7
1171	39	216	2854357	2854430	6450	276	143	669129	43	119	1358	0	1	40	0.0574	0.5008	0.4124	0.1303	0.6413	0.5105	0.0	3.8096	2.248	1.8633	-0.5876	-0.1895	1.0	3
1172	1067	1077	450677	450688	82	14	11	8485	90	116	1712	1	0	100	0.7418	0.2546	0.9091	0.0058	0.7143	1.0	1.0	1.9138	1.0	1.0414	0.0909	-0.1916	0.2173	7
1173	747	758	949136	949144	71	14	8	7768	96	126	1698	0	1	60	0.8799	0.1932	0.7273	0.0065	0.7857	1.0	0.0	1.8513	1.0414	0.9031	-0.2727	-0.1452	0.1934	7
1176	323	334	367324	367330	28	11	7	3576	120	135	1358	0	1	50	0.4757	0.5758	0.5454	0.0081	1.0	0.8571	0.0	1.4472	1.0414	0.7782	-0.4545	-0.0022	0.1715	4
1177	37	194	1881566	1881746	12489	700	462	1439221	31	141	1402	0	1	40	0.0528	0.5581	0.8722	0.112	0.2243	0.3896	1.0	4.0965	2.1959	2.2553	0.1278	-0.0997	1.0	3
1179	285	307	36092	36167	938	102	112	80754	75	95	1392	0	1	220	0.4095	0.4315	0.2933	0.0158	0.2157	0.6696	1.0	2.9722	1.3424	1.8751	0.7067	-0.3274	0.9999	7
1181	10	21	204933	204953	135	16	23	8781	46	86	1356	1	0	70	0.0148	0.3864	0.55	0.0081	0.6875	0.8696	1.0	2.1303	1.0414	1.301	0.45	-0.4918	0.3663	2
1182	241	360	3711661	3711800	7080	492	293	773694	43	140	1666	0	1	40	0.2893	0.572	0.8561	0.0714	0.2419	0.4744	1.0	3.85	2.0756	2.143	0.1439	-0.1463	1.0	3
1186	41	191	1611713	1611861	12477	560	331	1442027	36	141	1400	0	1	40	0.0586	0.438	0.9867	0.1071	0.2679	0.4471	0.0	4.0961	2.1761	2.1703	-0.0133	-0.0971	1.0	3
1192	39	218	1495267	1495336	7250	268	141	746545	40	119	1356	0	1	40	0.0575	0.413	0.3855	0.132	0.6679	0.4894	0.0	3.8603	2.2529	1.8389	-0.6145	-0.1955	1.0	3
1193	1395	1407	1108752	1108782	264	26	30	25531	64	126	1696	0	1	90	0.3408	0.2667	0.4	0.0071	0.4615	1.0	1.0	2.4216	1.0792	1.4771	0.6	-0.2445	0.5951	1
1194	1027	1034	2928247	2928259	51	8	12	5999	111	135	1692	0	1	70	0.7778	0.3929	0.5833	0.0041	0.875	1.0	1.0	1.7076	0.8451	1.0792	0.4167	-0.081	0.1892	1
1195	408	415	195003	195029	111	14	27	16728	144	158	1353	0	1	100	0.6031	0.3901	0.2692	0.0052	0.5	0.963	1.0	2.0453	0.8451	1.415	0.7308	0.1774	0.3097	7
1198	68	80	3859251	3859266	143	15	15	12193	56	126	1364	1	0	200	0.0997	0.2056	0.8	0.0088	0.8	1.0	1.0	2.1553	1.0792	1.1761	0.2	-0.3339	0.3068	6
1201	39	226	876673	876871	18954	749	482	2236201	25	143	1400	0	1	40	0.0557	0.4881	0.9444	0.1336	0.2497	0.4108	1.0	4.2777	2.2718	2.2967	0.0556	-0.0783	1.0	3
1202	31	50	1647143	1647194	445	72	55	46236	91	118	1354	1	0	70	0.0458	0.5408	0.3726	0.014	0.2639	0.9273	1.0	2.6484	1.2787	1.7076	0.6274	-0.1883	0.9884	2
1204	1176	1208	360880	360936	1467	37	68	146487	83	124	1353	0	1	70	0.2143	0.1814	0.5714	0.0236	0.8649	0.8235	1.0	3.1664	1.5051	1.7482	0.4286	-0.2199	0.9999	7
1206	1272	1285	1954485	1954498	120	17	13	12847	83	132	1360	1	0	100	0.1103	0.2899	1.0	0.0096	0.7647	1.0	0.5	2.0792	1.1139	1.1139	0.0	-0.1636	0.2914	6
1207	1465	1486	1837263	1837460	2490	146	197	283038	19	141	1634	0	1	125	0.1812	0.3981	0.1066	0.0128	0.1438	1.0	1.0	3.3962	1.3222	2.2945	0.8934	-0.112	1.0	1
1208	867	1104	949655	949669	1695	247	106	197365	103	132	1668	0	1	40	0.6763	0.4891	0.0591	0.1421	0.9595	0.1321	0.0	3.2292	2.3747	1.1461	-0.9409	-0.0903	1.0	7
1209	1677	1686	1846237	1846251	93	13	14	5606	42	84	1692	1	0	70	0.0071	0.2619	0.6429	0.0053	0.6923	1.0	1.0	1.9685	0.9542	1.1461	0.3571	-0.5291	0.2359	7
1210	137	156	1093477	1093492	184	31	15	19460	96	118	1354	1	0	70	0.2024	0.3544	0.7895	0.014	0.6129	1.0	0.0	2.2648	1.2787	1.1761	-0.2105	-0.1737	0.4713	2
1213	1677	1688	2086458	2086470	81	14	12	4712	14	87	1692	1	0	70	0.0047	0.3864	0.9167	0.0065	0.7857	1.0	1.0	1.9085	1.0414	1.0792	0.0833	-0.5455	0.2432	7
1214	464	474	28542	28553	72	13	12	13094	168	198	1387	0	1	40	0.6691	0.3455	0.9091	0.0072	0.7692	0.9167	1.0	1.8573	1.0	1.0414	0.0909	0.4208	0.2173	3
1215	41	198	622372	622437	6277	192	109	651641	43	125	1358	0	1	40	0.0604	0.3849	0.414	0.1156	0.8177	0.5963	0.0	3.7977	2.1959	1.8129	-0.586	-0.189	1.0	3
1216	41	214	1775604	1775675	6686	273	132	687345	36	124	1356	0	1	40	0.0605	0.4557	0.4104	0.1276	0.6337	0.5379	0.0	3.8252	2.238	1.8513	-0.5896	-0.1969	1.0	3
1219	1224	1248	133270	133321	461	64	60	54676	112	132	1396	0	1	120	0.212	0.6234	0.4706	0.0172	0.375	0.85	1.0	2.6637	1.3802	1.7076	0.5294	-0.0734	0.9979	7
1221	41	210	4440514	4440576	5688	303	154	598976	43	125	1356	0	1	40	0.0605	0.4572	0.3669	0.1246	0.5578	0.4026	0.0	3.755	2.2279	1.7924	-0.6331	-0.1773	1.0	3
1225	1199	1207	585934	585950	90	13	16	11422	114	141	1354	0	1	40	0.2171	0.2969	0.5	0.0059	0.6154	1.0	1.0	1.9542	0.9031	1.2041	0.5	-0.0085	0.2384	7
1228	305	318	551913	551924	104	18	12	11469	97	126	1360	0	1	100	0.4485	0.2727	0.8461	0.0096	0.7222	0.9167	0.0	2.017	1.1139	1.0414	-0.1539	-0.1384	0.257	6
1229	519	528	14524	14551	160	22	29	12173	70	86	1394	0	1	220	0.7446	0.3416	0.3333	0.0065	0.4091	0.931	1.0	2.2041	0.9542	1.4314	0.6667	-0.4056	0.4025	7
1231	19	24	1709640	1709661	76	13	21	9498	118	135	1358	0	1	40	0.028	0.2762	0.2381	0.0037	0.3846	1.0	1.0	1.8808	0.699	1.3222	0.7619	-0.0236	0.2116	6
1232	267	280	1786108	1786124	154	19	16	17564	93	132	1656	1	0	80	0.3225	0.2596	0.8125	0.0078	0.6842	1.0	1.0	2.1875	1.1139	1.2041	0.1875	-0.109	0.3479	6
1233	919	928	2702154	2702164	72	14	10	7551	82	132	1356	1	0	80	0.6313	0.2	0.9	0.0066	0.6429	1.0	1.0	1.8573	0.9542	1.0	0.1	-0.1807	0.1954	6
1241	329	336	1319063	1319076	68	11	13	7451	97	124	1360	0	1	130	0.4838	0.2528	0.5385	0.0052	0.6364	1.0	1.0	1.8325	0.8451	1.1139	0.4615	-0.144	0.1965	7
1242	1194	1219	172567	172592	204	68	38	25491	114	141	1358	0	1	40	0.2047	0.6736	1.0	0.0184	0.3677	0.6579	0.5	2.3096	1.3979	1.3979	0.0	-0.0238	0.8958	7
1243	1589	1598	2493647	2493675	190	21	28	18416	81	116	1648	1	0	100	0.0607	0.246	0.3214	0.0055	0.4286	1.0	1.0	2.2787	0.9542	1.4472	0.6786	-0.2428	0.417	1
1244	1084	1167	1803992	1804016	880	109	61	103662	101	134	1358	0	1	40	0.2813	0.5582	0.2892	0.0611	0.7615	0.3934	0.0	2.9445	1.9191	1.3802	-0.7108	-0.0797	1.0	6
1246	354	370	409908	409918	116	19	10	12174	82	126	1360	0	1	40	0.5206	0.275	0.625	0.0118	0.8421	1.0	0.0	2.0645	1.2041	1.0	-0.375	-0.1801	0.2792	6
1247	43	198	686245	686304	6227	205	117	644765	38	124	1358	0	1	40	0.0633	0.3191	0.3807	0.1141	0.7561	0.5043	0.0	3.7943	2.1903	1.7708	-0.6194	-0.1911	1.0	3
1248	134	156	178723	178731	101	31	21	12531	118	135	1362	0	1	40	0.1968	0.4261	0.3636	0.0161	0.7097	0.381	0.0	2.0043	1.3424	0.9031	-0.6364	-0.0307	0.3012	3
1249	14	23	1461247	1461302	265	47	56	34055	106	156	1358	1	0	70	0.0206	0.4647	0.1636	0.0066	0.1915	0.9821	1.0	2.4232	0.9542	1.7404	0.8364	0.004	0.7833	1
1250	1036	1054	960191	960202	61	30	17	6116	86	124	1360	1	0	300	0.45	0.6919	0.6111	0.0132	0.6	0.6471	0.0	1.7853	1.2553	1.0414	-0.3889	-0.2167	0.3329	7
1251	1059	1080	3787187	3787204	129	40	24	12571	84	124	1364	1	0	80	0.4164	0.6387	0.8095	0.0154	0.525	0.7083	0.0	2.1106	1.3222	1.2305	-0.1905	-0.2387	0.5903	6
1252	1164	1173	18324	18328	32	9	4	6356	191	207	1353	0	1	200	0.2661	0.1111	0.4444	0.0066	1.0	1.0	0.0	1.5051	0.9542	0.6021	-0.5556	0.5518	0.1449	7
1253	39	216	2201440	2201499	5933	312	167	614522	38	125	1356	0	1	40	0.0575	0.4319	0.3333	0.1305	0.5673	0.3533	0.0	3.7733	2.248	1.7708	-0.6667	-0.1908	1.0	3
1262	74	80	2615295	2615309	62	13	14	6764	97	126	1358	1	0	70	0.109	0.2619	0.4286	0.0044	0.4615	1.0	1.0	1.7924	0.7782	1.1461	0.5714	-0.1477	0.1892	7
1264	39	175	2605918	2606006	6381	280	166	678752	41	135	1400	0	1	40	0.0557	0.4668	0.6471	0.0971	0.4857	0.5301	0.0	3.8049	2.1335	1.9445	-0.3529	-0.169	1.0	3
1266	113	153	310621	310797	2281	365	268	287273	113	143	1394	0	1	220	0.1621	0.676	0.2273	0.0287	0.1096	0.6567	1.0	3.3581	1.6021	2.2455	0.7727	-0.0161	1.0	7
1267	41	184	299413	299460	3936	182	93	407075	38	124	1362	0	1	40	0.0602	0.4144	0.3287	0.105	0.7857	0.5054	0.0	3.5951	2.1553	1.6721	-0.6713	-0.192	1.0	3
1269	1063	1072	1915213	1915220	49	9	7	6391	118	141	1358	0	1	50	0.4212	0.2222	0.7778	0.0066	1.0	1.0	0.0	1.6902	0.9542	0.8451	-0.2222	0.019	0.1687	7
1270	1508	1550	1791800	1791803	92	42	15	10838	72	198	1690	1	0	70	0.1657	0.2698	0.0714	0.0248	1.0	0.2	0.0	1.9638	1.6233	0.4771	-0.9286	-0.0796	0.2359	7
1272	896	904	726664	726679	75	16	15	9062	104	132	1356	0	1	40	0.6667	0.375	0.5333	0.0059	0.5	1.0	1.0	1.8751	0.9031	1.1761	0.4667	-0.056	0.2288	6
1274	1261	1273	1592233	1592247	102	24	15	13464	118	149	1650	1	0	100	0.457	0.3929	0.8571	0.0073	0.5	0.9333	1.0	2.0086	1.0792	1.1461	0.1429	0.0313	0.2901	6
1275	68	206	7754878	7754931	4396	179	100	474761	68	127	1358	0	1	40	0.1001	0.399	0.3841	0.1016	0.771	0.53	0.0	3.6431	2.1399	1.7243	-0.6159	-0.1563	1.0	3
1278	17	27	1859616	1859633	80	23	17	4931	41	84	1356	1	0	70	0.0251	0.5294	0.5882	0.0074	0.4348	1.0	1.0	1.9031	1.0	1.2305	0.4118	-0.5185	0.2928	2
1283	1341	1347	1184511	1184525	51	17	14	4499	51	117	1358	1	0	70	0.0162	0.3929	0.4286	0.0044	0.3529	1.0	1.0	1.7076	0.7782	1.1461	0.5714	-0.3108	0.1892	2
1284	980	1010	33416	33425	130	33	36	25944	192	212	1353	0	1	100	0.507	0.5185	0.3	0.0222	0.9091	0.25	0.0	2.1139	1.4771	0.9542	-0.7	0.5591	0.4465	7
1285	54	62	3971234	3971359	583	75	125	60497	89	126	1366	0	1	40	0.0791	0.417	0.064	0.0059	0.1067	1.0	1.0	2.7657	0.9031	2.0969	0.936	-0.1893	0.9905	7
1289	69	81	2001776	2001794	119	20	18	11516	84	117	1352	1	0	70	0.1021	0.4491	0.6667	0.0089	0.6	1.0	1.0	2.0756	1.0792	1.2553	0.3333	-0.244	0.3601	2
1293	909	918	340224	340244	121	12	20	14047	97	134	1356	0	1	40	0.646	0.3278	0.45	0.0066	0.75	1.0	1.0	2.0828	0.9542	1.301	0.55	-0.093	0.3068	6
1297	109	189	1541496	1541574	1834	242	128	227896	114	135	1358	0	1	40	0.1605	0.7061	0.975	0.0589	0.3306	0.6094	0.0	3.2634	1.9031	1.8921	-0.025	-0.0292	1.0	3
1298	174	205	1775809	1775815	110	32	17	13904	111	149	1368	1	0	80	0.2544	0.4086	0.1936	0.0227	0.9688	0.3529	0.0	2.0414	1.4914	0.7782	-0.8065	-0.0125	0.3154	6
1300	799	806	1029590	1029596	33	9	6	3751	105	126	1698	0	1	60	0.9411	0.2143	0.8571	0.0041	0.7778	1.0	0.0	1.5185	0.8451	0.7782	-0.1429	-0.112	0.1499	7
1301	1680	1689	990614	990624	68	10	10	3507	21	82	1692	1	0	70	0.0036	0.2444	0.9	0.0053	0.9	1.0	1.0	1.8325	0.9542	1.0	0.1	-0.5971	0.1954	6
1302	10	17	783146	783156	51	10	10	5141	93	116	1364	0	1	185	0.0147	0.2714	0.7	0.0051	0.7	1.0	1.0	1.7076	0.8451	1.0	0.3	-0.2125	0.1753	6
1304	1338	1348	3023370	3023381	82	14	11	9124	93	127	1694	1	0	60	0.4085	0.2546	0.9091	0.0059	0.7143	1.0	1.0	1.9138	1.0	1.0414	0.0909	-0.1307	0.2173	6
1306	0	17	177337	177387	353	53	56	32335	79	118	1352	1	0	70	0.0	0.5847	0.34	0.0126	0.3207	0.8929	1.0	2.5478	1.2305	1.699	0.66	-0.2844	0.9747	2
1308	15	29	1084661	1084680	128	17	21	14278	104	119	1373	0	1	40	0.0218	0.5188	0.7368	0.0102	0.8235	0.9048	1.0	2.1072	1.1461	1.2787	0.2632	-0.1285	0.4399	7
1309	1215	1223	1940686	1940699	66	10	13	7467	101	123	1624	1	0	70	0.4938	0.3654	0.6154	0.0049	0.8	1.0	1.0	1.8195	0.9031	1.1139	0.3846	-0.1161	0.2105	6
1310	806	815	1204128	1204136	52	10	8	5328	83	124	1352	1	0	80	0.7944	0.2778	0.8889	0.0067	0.9	1.0	0.0	1.716	0.9542	0.9031	-0.1111	-0.1995	0.1773	6
1312	41	221	4358896	4358964	6294	289	160	661448	43	124	1358	0	1	40	0.0604	0.4858	0.3778	0.1326	0.6228	0.425	0.0	3.7989	2.2553	1.8325	-0.6222	-0.179	1.0	3
1313	609	621	6791894	6791907	101	16	13	11579	101	127	1362	0	1	40	0.8943	0.3526	0.9231	0.0088	0.75	1.0	1.0	2.0043	1.0792	1.1139	0.0769	-0.1044	0.2739	6
1314	41	218	2002718	2002782	6944	256	113	723643	41	124	1358	0	1	40	0.0604	0.387	0.3616	0.1303	0.6914	0.5664	0.0	3.8416	2.248	1.8062	-0.6384	-0.1858	1.0	3
1316	0	14	677297	677417	812	93	120	60260	51	93	1358	1	0	70	0.0	0.5167	0.1167	0.0103	0.1505	1.0	1.0	2.9096	1.1461	2.0792	0.8833	-0.4202	0.9999	2
1322	39	212	862475	862693	17357	794	495	2034432	27	142	1400	0	1	40	0.0557	0.5398	0.7936	0.1236	0.2179	0.4404	1.0	4.2395	2.238	2.3385	0.2064	-0.0843	1.0	3
1323	581	652	148364	148463	3187	208	198	336567	87	127	1306	0	1	40	0.8897	0.5466	0.7172	0.0544	0.3413	0.5	1.0	3.5034	1.8513	1.9956	0.2828	-0.175	1.0	6
1324	248	262	1589431	1589443	69	20	19	7588	100	119	1356	1	0	70	0.3658	0.5893	0.8571	0.0103	0.7	0.6316	0.0	1.8389	1.1461	1.0792	-0.1429	-0.1408	0.2901	2
1329	1269	1296	374730	374925	2463	188	212	296673	42	143	1353	0	1	70	0.0843	0.5322	0.1385	0.02	0.1436	0.9198	1.0	3.3915	1.4314	2.29	0.8615	-0.059	1.0	7
1331	983	1005	895625	895642	102	42	22	12942	114	141	1694	1	0	143	0.8135	0.7273	0.7727	0.013	0.5238	0.7727	0.0	2.0086	1.3424	1.2305	-0.2273	-0.0087	0.6173	7
1333	239	268	182093	182154	703	123	87	71130	63	111	1692	0	1	300	0.2825	0.6026	0.4754	0.0171	0.2358	0.7012	1.0	2.847	1.4624	1.7853	0.5246	-0.2095	0.9999	7
1335	97	107	2770166	2770177	70	19	14	8127	104	127	1356	1	0	70	0.1431	0.3636	0.9091	0.0074	0.5263	0.7857	1.0	1.8451	1.0	1.0414	0.0909	-0.093	0.2173	7
1338	753	820	141196	141297	2243	241	195	297086	122	142	1627	0	1	40	0.9256	0.6685	0.6634	0.0412	0.278	0.5179	1.0	3.3508	1.8261	2.0043	0.3366	0.0348	1.0	7
1342	18	32	2837245	2837268	199	20	23	18720	80	110	1352	1	0	70	0.0266	0.382	0.6087	0.0104	0.7	1.0	1.0	2.2989	1.1461	1.3617	0.3913	-0.2651	0.5329	2
1345	1061	1085	3326735	3326756	161	44	39	15643	85	124	1362	1	0	80	0.4067	0.6806	0.875	0.0176	0.5454	0.5385	0.0	2.2068	1.3802	1.3222	-0.125	-0.2409	0.7933	6
1346	144	164	936743	936828	1148	85	94	121595	89	132	1354	1	0	70	0.2127	0.3247	0.2353	0.0148	0.2353	0.9043	1.0	3.0599	1.301	1.9294	0.7647	-0.1725	0.9999	2
1347	0	17	1549800	1549891	1030	72	92	71852	49	84	1354	1	0	70	0.0	0.3342	0.1868	0.0126	0.2361	0.9891	1.0	3.0128	1.2305	1.959	0.8132	-0.455	0.9998	2
1348	484	513	1457758	1457776	196	52	35	22534	104	127	1360	1	0	70	0.7118	0.6245	0.6207	0.0213	0.5577	0.5143	0.0	2.2923	1.4624	1.2553	-0.3793	-0.1018	0.8123	2
1350	88	106	327251	327262	109	18	11	11746	100	119	1692	1	0	70	0.104	0.4495	0.6111	0.0106	1.0	1.0	0.0	2.0374	1.2553	1.0414	-0.3889	-0.1581	0.3329	7
1352	997	1009	920577	920619	264	38	42	30966	106	132	1374	0	1	40	0.5313	0.4762	0.2857	0.0087	0.3158	1.0	1.0	2.4216	1.0792	1.6233	0.7143	-0.0836	0.7933	7
1358	1038	1047	603596	603608	80	12	12	9136	100	133	1358	0	1	40	0.458	0.2593	0.75	0.0066	0.75	1.0	1.0	1.9031	0.9542	1.0792	0.25	-0.1078	0.215	6
1359	677	686	3379334	3379344	69	12	10	7774	95	132	1682	1	0	70	0.805	0.2333	0.9	0.0054	0.75	1.0	1.0	1.8389	0.9542	1.0	0.1	-0.1198	0.1954	6
1361	10	22	1678200	1678232	227	28	32	23706	77	127	1698	0	1	90	0.0118	0.4089	0.375	0.0071	0.4286	1.0	1.0	2.356	1.0792	1.5051	0.625	-0.1841	0.633	1
1362	1617	1628	2095494	2095507	89	14	13	7804	77	100	1658	1	0	100	0.0362	0.3776	0.8461	0.0066	0.7857	1.0	1.0	1.9494	1.0414	1.1139	0.1539	-0.315	0.257	1
